Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
,Forgotten Journey 872,1998,PG-13,195 min,"Action, Crime, Drama",6.7,"A story about forgotten journey 872, filled with memorable characters, challenges, and unexpected events.",64,Director 180,Actor 325,Actor 119,Actor 114,Actor 173,1605314,"437,432,024"
,Forgotten Truth 873,1927,A,167 min,"Action, Crime, Drama",7.7,"A story about forgotten truth 873, filled with memorable characters, challenges, and unexpected events.",68,Director 72,Actor 483,Actor 180,Actor 365,Actor 215,1286284,"118,270,604"
,Beyond Future 874,1926,A,85 min,"Action, Crime, Drama",6.6,"A story about beyond future 874, filled with memorable characters, challenges, and unexpected events.",75,Director 72,Actor 466,Actor 311,Actor 52,Actor 221,1359054,"227,709,166"
,Golden Empire 875,1982,U,123 min,"Adventure, Drama",7.2,"A story about golden empire 875, filled with memorable characters, challenges, and unexpected events.",88,Director 142,Actor 395,Actor 442,Actor 67,Actor 170,416374,"718,376,952"
,Rising Memory 876,2015,A,152 min,"Horror, Mystery",8.6,"A story about rising memory 876, filled with memorable characters, challenges, and unexpected events.",58,Director 150,Actor 197,Actor 45,Actor 455,Actor 55,1009302,"698,298,840"
,Dark War 877,1935,PG,208 min,"Comedy, Drama",6.1,"A story about dark war 877, filled with memorable characters, challenges, and unexpected events.",51,Director 20,Actor 483,Actor 280,Actor 317,Actor 176,819196,"756,722,973"
,Broken Truth 878,2017,UA,177 min,"Animation, Adventure, Family",6.7,"A story about broken truth 878, filled with memorable characters, challenges, and unexpected events.",71,Director 141,Actor 365,Actor 130,Actor 457,Actor 450,193757,"137,358,508"
,American Memory 879,1966,PG,176 min,"Adventure, Drama",7.5,"A story about american memory 879, filled with memorable characters, challenges, and unexpected events.",71,Director 135,Actor 477,Actor 488,Actor 258,Actor 405,1839244,"72,801,447"
,The Last Legacy 880,1996,PG-13,208 min,"Animation, Adventure, Family",6.9,"A story about the last legacy 880, filled with memorable characters, challenges, and unexpected events.",48,Director 204,Actor 498,Actor 356,Actor 98,Actor 380,1224906,"48,896,435"
,Secret Truth 881,2007,PG-13,150 min,"Action, Sci-Fi",7.8,"A story about secret truth 881, filled with memorable characters, challenges, and unexpected events.",69,Director 144,Actor 400,Actor 200,Actor 206,Actor 311,704233,"470,125,055"
,Midnight River 882,1943,U,158 min,"Comedy, Drama",6.0,"A story about midnight river 882, filled with memorable characters, challenges, and unexpected events.",95,Director 132,Actor 234,Actor 258,Actor 363,Actor 369,2493500,"748,199,284"
,Beautiful Empire 883,1958,UA,122 min,"Crime, Drama",8.8,"A story about beautiful empire 883, filled with memorable characters, challenges, and unexpected events.",59,Director 12,Actor 274,Actor 122,Actor 150,Actor 21,2325888,"127,986,302"
,Dark Empire 884,1937,UA,186 min,"Action, Crime, Drama",6.9,"A story about dark empire 884, filled with memorable characters, challenges, and unexpected events.",79,Director 30,Actor 1,Actor 333,Actor 178,Actor 324,1054415,"884,230,042"
,Great Memory 885,1961,UA,175 min,"War, Drama",6.3,"A story about great memory 885, filled with memorable characters, challenges, and unexpected events.",71,Director 230,Actor 314,Actor 151,Actor 167,Actor 30,1117456,"775,427,062"
,The Last Memory 886,1948,PG-13,120 min,"Biography, Drama",8.4,"A story about the last memory 886, filled with memorable characters, challenges, and unexpected events.",87,Director 223,Actor 399,Actor 481,Actor 400,Actor 299,1083688,"16,891,698"
,Silent Victory 887,2003,PG,165 min,"War, Drama",6.8,"A story about silent victory 887, filled with memorable characters, challenges, and unexpected events.",59,Director 84,Actor 138,Actor 105,Actor 298,Actor 323,874693,"877,182,820"
,Secret Shadow 888,1977,PG,177 min,"Romance, Drama",6.8,"A story about secret shadow 888, filled with memorable characters, challenges, and unexpected events.",50,Director 127,Actor 93,Actor 236,Actor 95,Actor 418,1556188,"159,372,622"
,Golden River 889,1992,A,178 min,"Biography, Drama",7.6,"A story about golden river 889, filled with memorable characters, challenges, and unexpected events.",55,Director 227,Actor 91,Actor 419,Actor 202,Actor 352,1192979,"22,699,372"
,Great River 890,1928,PG,139 min,"Comedy, Romance",6.5,"A story about great river 890, filled with memorable characters, challenges, and unexpected events.",51,Director 186,Actor 270,Actor 71,Actor 373,Actor 385,1918509,"692,790,988"
,The Last War 891,1932,R,87 min,"Adventure, Drama",7.2,"A story about the last war 891, filled with memorable characters, challenges, and unexpected events.",47,Director 34,Actor 128,Actor 395,Actor 43,Actor 138,66841,"819,843,632"
,Dark War 892,1921,A,86 min,"Adventure, Drama",8.6,"A story about dark war 892, filled with memorable characters, challenges, and unexpected events.",99,Director 182,Actor 44,Actor 104,Actor 72,Actor 246,2284865,"790,515,185"
,Little Adventure 893,1940,PG-13,146 min,"Animation, Adventure, Family",7.0,"A story about little adventure 893, filled with memorable characters, challenges, and unexpected events.",89,Director 69,Actor 322,Actor 279,Actor 64,Actor 11,1032608,"60,095,868"
,A New Dream 894,1989,UA,150 min,"Romance, Drama",7.0,"A story about a new dream 894, filled with memorable characters, challenges, and unexpected events.",46,Director 59,Actor 219,Actor 198,Actor 76,Actor 181,604899,"1,399,672"
,Broken Mountain 895,2007,U,198 min,"Adventure, Drama",7.3,"A story about broken mountain 895, filled with memorable characters, challenges, and unexpected events.",59,Director 27,Actor 490,Actor 490,Actor 145,Actor 183,2072845,"182,162,648"
,Hidden War 896,1962,UA,203 min,"Action, Sci-Fi",6.4,"A story about hidden war 896, filled with memorable characters, challenges, and unexpected events.",56,Director 110,Actor 272,Actor 172,Actor 308,Actor 93,191809,"649,183,785"
,Forgotten Shadow 897,2005,A,164 min,Drama,8.3,"A story about forgotten shadow 897, filled with memorable characters, challenges, and unexpected events.",76,Director 170,Actor 189,Actor 478,Actor 136,Actor 416,1471235,"111,686,005"
,Hidden Journey 898,1939,PG,103 min,"Drama, Romance",8.6,"A story about hidden journey 898, filled with memorable characters, challenges, and unexpected events.",91,Director 204,Actor 403,Actor 500,Actor 245,Actor 418,629835,"419,503,103"
,Hidden Dream 899,1993,A,178 min,"Crime, Drama",7.4,"A story about hidden dream 899, filled with memorable characters, challenges, and unexpected events.",53,Director 47,Actor 393,Actor 198,Actor 181,Actor 164,616780,"97,216,745"
,Crimson Hope 900,1981,R,137 min,"Drama, Romance",8.3,"A story about crimson hope 900, filled with memorable characters, challenges, and unexpected events.",60,Director 99,Actor 215,Actor 282,Actor 255,Actor 276,589742,"861,392,259"
,American Truth 901,1988,R,114 min,"Mystery, Thriller",7.8,"A story about american truth 901, filled with memorable characters, challenges, and unexpected events.",71,Director 135,Actor 296,Actor 398,Actor 356,Actor 416,360718,"623,905,279"
,Beyond Kingdom 902,1950,PG,111 min,"Action, Adventure",7.2,"A story about beyond kingdom 902, filled with memorable characters, challenges, and unexpected events.",53,Director 236,Actor 57,Actor 31,Actor 467,Actor 179,1530009,"599,650,021"
,Rising Shadow 903,1957,UA,191 min,"War, Drama",7.5,"A story about rising shadow 903, filled with memorable characters, challenges, and unexpected events.",97,Director 58,Actor 29,Actor 383,Actor 71,Actor 61,1776124,"260,479,610"
,Dark Victory 904,2013,R,208 min,"Romance, Drama",6.1,"A story about dark victory 904, filled with memorable characters, challenges, and unexpected events.",51,Director 170,Actor 298,Actor 38,Actor 245,Actor 429,1568956,"58,171,545"
,Great Legacy 905,1923,U,103 min,"Action, Sci-Fi",6.5,"A story about great legacy 905, filled with memorable characters, challenges, and unexpected events.",81,Director 213,Actor 417,Actor 214,Actor 77,Actor 392,1037796,"82,848,233"
,Golden Truth 906,2015,R,152 min,Drama,6.5,"A story about golden truth 906, filled with memorable characters, challenges, and unexpected events.",66,Director 114,Actor 401,Actor 331,Actor 356,Actor 7,1982096,"441,968,896"
,Broken Dream 907,1939,UA,167 min,"Action, Crime, Drama",6.2,"A story about broken dream 907, filled with memorable characters, challenges, and unexpected events.",45,Director 102,Actor 427,Actor 217,Actor 349,Actor 486,738048,"540,509,345"
,Infinite World 908,2011,UA,202 min,"Fantasy, Adventure",8.7,"A story about infinite world 908, filled with memorable characters, challenges, and unexpected events.",72,Director 239,Actor 81,Actor 140,Actor 499,Actor 48,1293599,"761,761,789"
,Beautiful Victory 909,1936,UA,136 min,"Action, Crime, Drama",8.5,"A story about beautiful victory 909, filled with memorable characters, challenges, and unexpected events.",97,Director 191,Actor 500,Actor 287,Actor 310,Actor 431,928160,"421,319,212"
,Hidden Adventure 910,1981,U,167 min,"Mystery, Thriller",7.0,"A story about hidden adventure 910, filled with memorable characters, challenges, and unexpected events.",96,Director 96,Actor 332,Actor 218,Actor 100,Actor 139,1605807,"177,078,815"
,Silent Dream 911,1929,A,184 min,"Drama, Romance",7.2,"A story about silent dream 911, filled with memorable characters, challenges, and unexpected events.",55,Director 139,Actor 55,Actor 34,Actor 109,Actor 306,127645,"257,293,290"
,The Last Story 912,1944,U,166 min,"Action, Crime, Drama",7.8,"A story about the last story 912, filled with memorable characters, challenges, and unexpected events.",81,Director 145,Actor 23,Actor 289,Actor 405,Actor 248,1018038,"289,116,952"
,A New Promise 913,1960,A,124 min,"Action, Adventure",6.3,"A story about a new promise 913, filled with memorable characters, challenges, and unexpected events.",70,Director 129,Actor 100,Actor 162,Actor 385,Actor 201,1505894,"807,209,642"
,Rising Shadow 914,2009,PG-13,127 min,"Romance, Drama",8.2,"A story about rising shadow 914, filled with memorable characters, challenges, and unexpected events.",96,Director 199,Actor 77,Actor 13,Actor 301,Actor 408,2122160,"108,551,023"
,Secret Truth 915,1995,R,89 min,Drama,8.9,"A story about secret truth 915, filled with memorable characters, challenges, and unexpected events.",74,Director 21,Actor 454,Actor 321,Actor 48,Actor 488,686218,"162,812,486"
,Beyond River 916,2007,R,183 min,"Biography, Drama",8.2,"A story about beyond river 916, filled with memorable characters, challenges, and unexpected events.",83,Director 167,Actor 268,Actor 477,Actor 394,Actor 175,2113946,"554,473,758"
,Infinite Shadow 917,1963,R,164 min,"Romance, Drama",7.0,"A story about infinite shadow 917, filled with memorable characters, challenges, and unexpected events.",69,Director 62,Actor 107,Actor 313,Actor 311,Actor 39,177826,"765,422,884"
,Dark Heart 918,2000,A,97 min,"Action, Adventure",9.3,"A story about dark heart 918, filled with memorable characters, challenges, and unexpected events.",80,Director 223,Actor 497,Actor 409,Actor 401,Actor 459,608202,"822,926,944"
,Hidden Truth 919,1932,A,106 min,Drama,7.5,"A story about hidden truth 919, filled with memorable characters, challenges, and unexpected events.",81,Director 94,Actor 181,Actor 46,Actor 37,Actor 92,687264,"73,288,220"
,Infinite Empire 920,1980,PG-13,182 min,"Sci-Fi, Adventure",9.2,"A story about infinite empire 920, filled with memorable characters, challenges, and unexpected events.",76,Director 11,Actor 187,Actor 440,Actor 147,Actor 206,599078,"133,207,713"
,Forgotten War 921,2007,U,131 min,"Fantasy, Adventure",6.4,"A story about forgotten war 921, filled with memorable characters, challenges, and unexpected events.",88,Director 106,Actor 260,Actor 231,Actor 135,Actor 450,1325524,"401,339,174"
,A New War 922,2002,UA,186 min,"Comedy, Romance",6.2,"A story about a new war 922, filled with memorable characters, challenges, and unexpected events.",99,Director 27,Actor 149,Actor 193,Actor 82,Actor 292,2362167,"8,628,676"
,Secret Kingdom 923,1948,PG,144 min,"Action, Sci-Fi",7.3,"A story about secret kingdom 923, filled with memorable characters, challenges, and unexpected events.",86,Director 137,Actor 461,Actor 419,Actor 239,Actor 56,1473551,"500,332,257"
,Hidden Legacy 924,2013,PG,207 min,"Mystery, Thriller",6.4,"A story about hidden legacy 924, filled with memorable characters, challenges, and unexpected events.",66,Director 17,Actor 163,Actor 176,Actor 310,Actor 249,1826613,"214,280,354"
,Lost Truth 925,1934,UA,89 min,"War, Drama",6.9,"A story about lost truth 925, filled with memorable characters, challenges, and unexpected events.",85,Director 55,Actor 164,Actor 291,Actor 17,Actor 308,663225,"504,723,813"
,Secret Promise 926,1966,UA,210 min,"Thriller, Mystery",8.6,"A story about secret promise 926, filled with memorable characters, challenges, and unexpected events.",100,Director 6,Actor 488,Actor 389,Actor 351,Actor 217,905151,"58,165,294"
,Midnight Empire 927,2001,U,103 min,"Action, Sci-Fi",6.6,"A story about midnight empire 927, filled with memorable characters, challenges, and unexpected events.",64,Director 224,Actor 365,Actor 232,Actor 447,Actor 215,1158842,"435,038,971"
,Beautiful River 928,2005,A,108 min,"Action, Crime, Drama",8.9,"A story about beautiful river 928, filled with memorable characters, challenges, and unexpected events.",93,Director 77,Actor 85,Actor 102,Actor 179,Actor 483,397726,"460,235,199"
,Forgotten Truth 929,1980,R,185 min,"Biography, Drama",7.8,"A story about forgotten truth 929, filled with memorable characters, challenges, and unexpected events.",81,Director 100,Actor 422,Actor 6,Actor 288,Actor 401,1842004,"380,948,036"
,Great River 930,1929,R,159 min,"Animation, Adventure, Family",8.4,"A story about great river 930, filled with memorable characters, challenges, and unexpected events.",92,Director 212,Actor 378,Actor 376,Actor 163,Actor 8,1367832,"713,132,149"
,Dark Adventure 931,1938,PG-13,125 min,"Adventure, Drama",7.6,"A story about dark adventure 931, filled with memorable characters, challenges, and unexpected events.",91,Director 1,Actor 231,Actor 483,Actor 427,Actor 439,1714509,"282,282,240"
,Dark Adventure 932,2001,UA,97 min,"Action, Crime, Drama",9.2,"A story about dark adventure 932, filled with memorable characters, challenges, and unexpected events.",71,Director 179,Actor 280,Actor 397,Actor 86,Actor 308,926970,"800,797,371"
,Secret River 933,1964,A,109 min,"Action, Adventure",6.7,"A story about secret river 933, filled with memorable characters, challenges, and unexpected events.",46,Director 78,Actor 460,Actor 158,Actor 258,Actor 420,1562967,"873,888,925"
,Silent Truth 934,2003,PG-13,137 min,"Romance, Drama",9.3,"A story about silent truth 934, filled with memorable characters, challenges, and unexpected events.",72,Director 134,Actor 499,Actor 392,Actor 172,Actor 59,1485258,"378,283,919"
